,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url
0,850,"2229 Smith St., Regina, SK, S4P 4P4",Apartment,1,1.0,0,0,0,Not Included,Not Available,Not Available,0,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/cathedral-1-bedroom-units-fantastic-location/1505840355
0,850,"2200 Smith Street, Regina, SK, S4P 2P5",Apartment,1,1.0,0,0,0,Not Included,Not Available,Not Available,0,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/newly-renovated-1-bed-apartment-in-downtown-regina/1564143018
0,1395,"614 3rd St, Estevan, SK S4A 0P6, Canada",Condo,2,1.0,0,1,1,Not Included,2,Month-to-month,1,950,1,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,"Concierge,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",/v-apartments-condos/regina/estevan-fully-furnished-2-bedroom-condo/1564187966
0,1000,"638 Isabelle St, Estevan, SK S4A 1P7, Canada",Apartment,2,1.0,0,1,1,Not Included,2,1 Year,1,1025,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Concierge,24 Hour Security,Storage Space,Elevator in Building",/v-apartments-condos/regina/estevan-newest-2-bedroom-apartment-building-move-in-today/1549500591
0,1195,"563 Sorlien Ave, Macoun, SK S0C 1P0, Canada",House,3,1.0,0,0,0,Not Included,3+,1 Year,1,1000,0,Laundry (In Unit),0,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/estevan-area-houses-for-rent-2-3-bedrooms/1569648966
0,1275,"333 Lorne Street, S4R2J3, Regina, SK",Duplex/Triplex,2 + Den,2.0,0,0,0,Not Included,2,1 Year,1,1040,0,Laundry (In Unit),1,Yard,0,Not Included,/v-apartments-condos/regina/2-bedroom-house-for-rent-in-highland-park/1568816981
0,850,", Indian Head S0G2K0 SK, Canada",Apartment,2,1.0,1,1,1,Not Included,3+,1 Year,0,850,0,"Laundry (In Unit),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/indian-head-apartment-for-rent/1570573396
0,2300,"1342 Elliott St, Saskatoon, SK S7N 0V8, Canada",Duplex/Triplex,5+,2.0,0,0,0,Not Included,1,1 Year,0,1200,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/close-to-u-of-s-5-bedroom-duplex-available-for-long-term-lease/1570569233
0,850,", S4N1W3, Regina, SK",Basement,1,1.0,0,1,1,Internet,0,1 Year,0,800,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/basement-suite-east-regina-glen-elm/1570568643
0,985,"S4S6P8, Canada",Apartment,2 + Den,1.0,1,1,1,Cable / TVInternet,1,1 Year,0,909,1,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,"24 Hour Security,Bicycle Parking,Storage Space",/v-apartments-condos/regina/lease-take-over/1570560491
0,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,630,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,"Gym,24 Hour Security,Elevator in Building",/v-apartments-condos/regina/one-bedroom-apartment-convenient-location/1570556389
0,2300,"S4P2A6, Canada",House,5+,4.0,0,0,0,Not Included,3+,1 Year,1,2400,1,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/beautiful-house-for-rent/1570544846
0,1200,"1630 Badham Blvd, Regina S4P0J6 SK",Basement,1,1.0,1,1,1,Cable / TVInternet,0,1 Year,0,500,1,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/luxury-basement-suite-for-rent/1565790722
0,1400,"537 4th Ave N, Saskatoon, SK S7K 2M6, Canada",Apartment,2,1.0,1,1,1,Not Included,1,1 Year,0,1008,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/apartment-for-rent-uofs-proximity/1570539005
0,1000,", Regina s4x0m4 SK, Canada",Basement,1,1.0,1,1,1,Internet,0,Month-to-month,0,650,0,"Laundry (In Unit),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/1-bedroom-basement-suite-for-rent-1000-00-hawkstone-area/1570530347
0,1275,"5000 Green Jewel Blvd, Regina, SK, S4V 3V2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,662,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/the-apex-at-acre-21-1-bedroom-1-bathroom-den-apartment/1566393808
0,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,840,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/harbour-view-estates-2-bedroom-1-bathroom-apartment-for-rent/1551597919
0,1100,"411 Lorne St N, Regina, SK S4R 3B2, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,1,900,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-2-bedroom-1-bathroom-apartment-with-balcony/1570517444
0,1050,"1213 Empress St, Regina, SK S4T 5E4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,700,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/completely-renovated-2-bedroom-apartment-for-rent/1570504415
0,1464,"1066 Dorothy St., Regina, SK, S4X 0P4",Apartment,2,2.0,0,1,1,Cable / TV,0,1 Year,1,916,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,1,"24 Hour Security,Elevator in Building",/v-apartments-condos/regina/2-bedroom-1066-dorothy-st/1569064841
0,1464,"1070 Dorothy St., Regina, SK, S4X 0P5",Apartment,2,2.0,0,1,1,Cable / TV,0,1 Year,1,915,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,1,"24 Hour Security,Elevator in Building",/v-apartments-condos/regina/2-bedroom-premium-1070-dorothy-st-renovated-suite/1565992643
0,1124,"1060 Dorothy St., Regina, SK, S4X 3C5",Apartment,2,1.0,0,0,1,Cable / TV,0,1 Year,1,877,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,"Yard,Balcony",1,"Gym,24 Hour Security",/v-apartments-condos/regina/2-bedroom-1060-dorothy-st/1563849977
0,725,"412 Main St, Stoughton, SK S0G 4T0, Canada",House,3,1.0,0,0,1,Not Included,2,Month-to-month,0,1,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/3bdrm-house-w-garage-for-rent-stoughton/1570482997
0,1800,"Green Rock Rd, Regina, SK S4V, Canada",House,3,2.5,0,0,0,Not Included,2,1 Year,0,1350,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/3-bedroom-house-for-rent/1570444724
0,980,"Wallace St, Regina, SK S4N 3Z9, Canada",Basement,2,1.0,1,1,1,Internet,2,1 Year,0,700,1,Laundry (In Building),0,Yard,0,Not Included,/v-apartments-condos/regina/2-bedrooms-basement-suite-close-to-downtown-for-rent/1570460770
0,1050,"42 Spence St, Regina, SK S4S 4H4, Canada",Condo,1,1.0,0,0,1,Not Included,1,1 Year,0,634,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1-bedroom-1-bathroom-condo-for-rent-in-hillsdale/1570459932
0,1445,"5200 Parliament Ave, Regina, SK S4W 0R5, Canada",Apartment,2 + Den,2.0,0,0,1,Not Included,2,Month-to-month,1,857,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/2-bed-den-2-bath-for-july-august-underground-parking/1570455001
0,750,"2166 Robinson St, Regina, SK S4T 2P7, Canada",Apartment,1,1.0,0,1,1,Internet,0,Month-to-month,0,500,0,Fridge / Freezer,0,"Yard,Balcony",1,24 Hour Security,/v-apartments-condos/regina/one-bedroom-apt/1570453439
0,1000,"4505 Rae St, Regina, SK S4S 3B2, Canada",Condo,2,1.5,0,1,1,Not Included,2,1 Year,0,1000,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,"24 Hour Security,Storage Space,Elevator in Building",/v-apartments-condos/regina/2-bdrm-condo-july-1st-south-regina/1570449972
0,1000,"Garnet St, Regina, SK, Canada, S4T 2Y2",House,2,1.0,0,0,0,Not Included,2,1 Year,0,840,1,"Laundry (In Unit),Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/house-for-rent/1570438849
0,750,"2351 Rose St., Regina, SK, S4P 2B1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/vernfield-one-bedroom-apartment-for-rent/1559944412
0,1300,"2030 Edgar Street, Regina, SK, S4N 3K6",Apartment,3,1.5,0,0,0,Not Included,0,1 Year,1,1100,0,"Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/2030-edgar-st-three-bedroom-house-for-rent/1545014245
0,1398,"502 University Park Drive, Regina, SK, S4V 3L8",Apartment,2 + Den,1.0,0,1,1,Not Included,1,1 Year,1,954,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/pet-friendly-two-bedroom-one-bath-den-with-in-suite-laundry/1568454319
0,1319,"41 Munroe Place, Regina, SK, S4S 6A7",Apartment,1,1.0,0,1,1,Cable / TV,0,1 Year,1,650,0,"Laundry (In Unit),Fridge / Freezer",1,"Yard,Balcony",1,"24 Hour Security,Storage Space",/v-apartments-condos/regina/1-bedroom-premium-41-munroe-place-renovated-suite/1570421311
0,1495,"1114-5200 Parliament Ave, Regina, SK S4W 0R5, Canada",Condo,2 + Den,2.0,1,1,1,Not Included,1,1 Year,0,900,1,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Concierge,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",/v-apartments-condos/regina/furnished-2br-2bath-den-available-on-g-floor/1570332578
0,1089,"239 Centennial St, Regina, SK S4S 6T5, Canada",Condo,2,1.0,0,1,1,Cable / TVInternet,1,1 Year,1,850,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,Storage Space,/v-apartments-condos/regina/nice-and-bright-condo-for-rent/1569644020
0,1100,"Tutor Way, Regina, SK S4W 0G4, Canada",Basement,2,1.0,1,1,1,Internet,2,1 Year,0,975,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/unfurnished-basement-suite-with-side-entrance-for-rentjune-1100/1570405943
0,950,"133 Davidson Crs., Regina, SK, S4S 4T2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/casavilla-two-bedroom-apartment-for-rent/1567580043
0,1148,"41 Munroe Place, Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,850,0,"Laundry (In Unit),Fridge / Freezer",1,"Yard,Balcony",1,"24 Hour Security,Storage Space",/v-apartments-condos/regina/2-bedroom-41-munroe-place/1505840039
0,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,840,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/harbour-view-estates-2-bedroom-1-bathroom-apartment-for-rent/1551597919
0,945,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-bachelor-apartment-for-rent/1565286570
0,1300,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,2,2.0,0,1,1,Not Included,0,1 Year,1,832,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-2-bedroom-apartment-for-rent/1564023315
0,1100,", Regina South S4W0G4 SK, Canada",Basement,2,1.0,1,1,1,Internet,2,1 Year,0,975,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/two-bedrooms-basement-suite-unfurnished-available-in-june-1100/1570403435
0,1450,"5663 Mitchinson Way, Regina, SK, S4W 0P9",Apartment,3,2.0,0,0,0,Not Included,0,1 Year,1,1000,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/mitchinson-way-fourplex-3-bedroom-upper-suite-house-for-rent/1568798615
0,945,"2410  15th Avenue, Regina, SK, S4P 1A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,620,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1-bedroom-apartment-parking-available/1570393194
0,1350,"48 B Nollet Ave, Regina S4T 7P9 SK",Condo,2,1.0,0,1,1,Not Included,1,1 Year,0,1000,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/2-bedroom-normanview-condo-for-rent/1570389790
0,750,"3208 Westgate Ave, Regina, SK S4S 1B3, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,500,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Bicycle Parking,/v-apartments-condos/regina/lakeview-1-bedroom-suite/1559817470
0,1200,"1823 York St, Regina, SK S4T 4R3, Canada",House,2,1.0,0,0,0,Not Included,2,1 Year,0,750,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/house-for-rent/1567891401
0,750,"80 Hanbidge Cres, Regina, SK, S4R 7C4",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1st-month-free-1-bedroom-only-750-00/1505776950
0,1025,"80 Hanbidge Cres, Regina, SK, S4R 7C4",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/new-open-concept-2-bedroom-suite/1514743589
0,950,"22-80 Hanbidge Cres, Regina, SK, S4R 7C4",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/1st-month-free-new-open-concept-1-bedroom/1505776751
0,750,"80 Hanbidge Cres, Regina, SK, S4R 7C4",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,820,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1st-month-free-1-bedroom-only-750-00/1505776947
0,850,"80 Hanbidge Cres, Regina, SK, S4R 7C4",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1st-month-free-2-bedroom-only-850-00/1505776961
0,750,"80 Hanbidge Cres, Regina, SK, S4R 7C4",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1st-month-free-1-bedroom-only-750-00/1505776936
0,850,"80 Hanbidge Cres, Regina, SK, S4R 7C4",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1st-month-free-2-bedroom-only-850-00/1505776944
0,800,"131 Angus Rd, Regina, SK S4R 5E4, Canada",Apartment,1,1.0,1,1,1,Not Included,1,Month-to-month,1,650,0,Laundry (In Building),1,Balcony,0,Not Included,/v-apartments-condos/regina/1-bdrm-apartment-for-rent-july-1/1570322181
0,1295,"Dakota Dr, Regina, SK S4Z, Canada",Condo,2,2.0,0,0,1,Not Included,2,1 Year,0,1160,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Storage Space,Elevator in Building",/v-apartments-condos/regina/2-bedrooms-2-baths-condo-for-rent/1569602928
0,1590,"5290 Aerodrome Rd, Regina, SK S4W 0P4, Canada",Townhouse,3,1.5,0,0,0,Not Included,1,1 Year,0,1100,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Balcony,0,Not Included,/v-apartments-condos/regina/3-bed1-5-bath-townhouse-available-immediately-in-harbour-landing/1570292130
0,1155,"539 Wascana St, Regina, SK S4R 4J3, Canada",Duplex/Triplex,2,1.0,0,0,0,Not Included,0,1 Year,0,1030,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/2-bedroom-main-floor-suite/1570287711
0,350,", Scarborough  M1B4P7  ON, Canada",Basement,1,1.0,1,1,1,Not Included,0,1 Year,0,200,0,"Laundry (In Building),Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/room-for-rent-to-student-professional-in-scarborough/1555623144
0,1350,"2236 Wallace St, Regina, SK S4N 4A7, Canada",House,2,1.0,1,1,1,Not Included,1,1 Year,1,772,0,"Laundry (In Building),Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/2-bedroom-main-floor-for-rent-available-august-1st/1570277993
0,1500,"Balmoral St, Yorkton, SK S3N, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,904,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/executive-2-bdrm-furnished-condo-in-yorkton/1570273648
0,1150,"1969 St John St, Regina, SK, S4P 1S3",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,1,747,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-1969-st-john-st/1505786755
0,1300,"1802 Victoria Ave East, Regina, SK, S4N 7R9",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Pool,Elevator in Building",/v-apartments-condos/regina/2-bedroom-apartments-for-rent-in-regina/1505783554
0,814,"40 Froom Crescent, Regina, SK, S4N 0T9",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/east-apartment-for-rent-40-froom-crescent/1505780853
0,824,"3801 Princess Dr, Regina, SK, S4S 0E6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-3801-princess-dr/1505780526
0,1154,"40 Froom Crescent, Regina, SK, S4N 0T9",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/east-apartment-for-rent-40-froom-crescent/1505780843
0,964,"3 Kleisinger Crescent, Regina, SK, S4R 6Z4",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Dishwasher,Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/north-apartment-for-rent-3-kleisinger-crescent/1505780838
0,949,"3 Kleisinger Crescent, Regina, SK, S4R 6Z4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Dishwasher,Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/north-apartment-for-rent-3-kleisinger-crescent/1505780845
0,999,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,585,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1505780201
0,1054,"909 Grey St, Regina, SK, S4T 5H1",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-909-grey-st/1505780468
0,1094,"2300 Abbott Road, Regina, SK, S4N 2K1",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/east-apartment-for-rent-2300-abbott-road/1505780459
0,854,"3823 Retallack Street, Regina, SK, S4S 3B7",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3823-retallack-street/1505779715
0,854,"4050 Rae Street, Regina, SK, S4S 3A3",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,410,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4050-rae-street/1505779688
0,1074,"3823 Retallack Street, Regina, SK, S4S 3B7",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3823-retallack-street/1505779731
0,1074,"4050 Rae Street, Regina, SK, S4S 3A3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4050-rae-street/1505779701
0,994,"3823 Retallack Street, Regina, SK, S4S 3B7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3823-retallack-street/1505779686
0,945,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-bachelor-apartment-for-rent/1565286570
0,925,"Central Estevan, Estevan, SK, S4A 3A2",Condo,1,1.0,0,1,1,Not Included,1,1 Year,1,775,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Concierge,24 Hour Security,Bicycle Parking,Elevator in Building",/v-apartments-condos/regina/estevan-newer-executive-condos-1-2-bedrooms-rent-for-900/1517255658
0,1000,"Central Estevan, Estevan, SK, S4A 1P7",Apartment,2,1.0,0,1,1,Not Included,2,1 Year,1,1025,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,"Yard,Balcony",0,"Concierge,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",/v-apartments-condos/regina/estevan-2br-apartment-with-insuite-laundry-ac-dishwasher/1517255661
0,1175,"Central Estevan, Estevan, SK, S4A 1P7",Condo,2,1.0,0,1,1,Not Included,1,1 Year,1,1000,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Concierge,24 Hour Security,Elevator in Building",/v-apartments-condos/regina/estevan-new-2-bedroom-condos-for-rent-today/1517255667
0,600,"2139 Hamilton St., Regina, SK, S4P 2E5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/bellevue-annex-one-bedroom-apartment-for-rent/1559771310
0,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",Townhouse,3,1.0,0,0,0,Cable / TV,1,1 Year,1,1056,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,"Yard,Balcony",1,Not Included,/v-apartments-condos/regina/3-bedroom-townhouse-700-gladmer-pk/1562235323
0,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,520,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1505780189
0,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",Apartment,2,1.0,0,1,1,Not Included,0,Month-to-month,1,840,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Pool,Elevator in Building",/v-apartments-condos/regina/sterling-manor-2-bedroom-1-bathroom-apartment-for-rent/1549748796
0,950,"133 Davidson Crs., Regina, SK, S4S 4T2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/casavilla-two-bedroom-apartment-for-rent/1567580043
0,850,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,380,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/beautiful-bachelor-apartment-for-rent-recently-renovated/1561139252
0,950,"2115  Montague St, Regina, SK, S4T 3K1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,465,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/1-bedroom-apartment-close-to-university-of-regina/1559744230
0,1300,"5281 Aviator Crescent, S4W0G9, Regina, SK",Basement,2,1.5,0,1,1,Internet,1,1 Year,0,1100,0,"Laundry (In Unit),Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/2-bedroom-1-5-bathroom-walkout-basement-1300-all-inclusive/1570232444
0,1500,"138 Turner Crescent, Regina, SK S4N 4P6, Canada",House,3,1.0,0,0,0,Not Included,2,1 Year,1,1000,1,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/beautiful-house-for-rent/1570226263
0,1000,"2151 Hamilton Street, S4P 2E5, Regina, SK",Apartment,1,1.0,0,1,1,Not Included,0,Month-to-month,0,680,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Not Included,0,"Concierge,24 Hour Security",/v-apartments-condos/regina/gorgeous-renovated-downtown-apartment/1570211379
0,-1,"Regina, SK S4P 1P9, Canada",Apartment,1,1.0,1,1,1,Cable / TVInternet,0,1 Year,0,775,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/fully-furnished-apt-util-incl-free-wi-fi/1570209790
0,795,"2151 Hamilton Street, S4P 2E5, Regina, SK",Apartment,1,1.0,0,1,1,Not Included,0,Month-to-month,0,680,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,"Concierge,24 Hour Security",/v-apartments-condos/regina/character-one-bedroom-downtown/1570209618
0,700,"4701 4 Ave, Regina, SK S4T 0J5, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,700,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,24 Hour Security,/v-apartments-condos/regina/bright-and-spacious-2-bedroom-apt/1563069117
0,-1,"Regina, SK S4P 1P9, Canada",Apartment,1,1.0,1,1,1,Cable / TVInternet,0,1 Year,0,775,1,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/just-bring-your-suitcase-fully-furnished-apt/1570176156
