,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url,has_den
643,1059,"111 Lockwood Road, Regina, SK, S4S 3G5",Apartment,1,1.0,1,1,1,Not Included,0,1 Year,0,679,0,"['Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Pool', 'Elevator in Building']",/v-apartments-condos/regina/albert-park-one-bedroom-suites-available/1550386188,0
644,1300,"302 Gore Pl, Regina, SK S4T 7S4, Canada",Condo,2,1.0,0,0,1,Not Included,1,1 Year,1,890,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/nw-regina-condo-for-rent-pet-friendly/1568509178,0
645,1250,"1219 Broadway Ave, Saskatoon, SK S7H 2A4, Canada",House,2,2.0,0,0,0,Not Included,1,1 Year,0,785,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2bed-1den-house-on-broadway-for-rent-now/1561341270,1
646,1250,"729 Broadway Ave, S4N 1C4, Regina, SK",Duplex/Triplex,2,1.0,0,0,0,Not Included,1,1 Year,0,900,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/gorgeous-2nd-floor-two-bedroom-suite/1568498902,0
648,1195,"S4R3M4, Canada",Condo,2,1.0,0,1,1,Not Included,1,Month-to-month,0,850,1,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['24 Hour Security', 'Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/fully-furnished-north-end-2-bedroom-condo-available-now/1568489714,0
649,1120,"453 Retallack Street, Regina, SK, S4R 3N4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,1000,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-with-parking-available-pet-friendly/1567345741,0
650,1120,"445  Retallack Street, Regina, SK, S4R 3N4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,1000,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-with-parking-available-pet-friendly/1567344376,0
651,1200,"4677 James Hill, s4w0c7, Harbour Landing, SK",House,2,1.0,0,0,0,Not Included,1,1 Year,0,882,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/beautiful-2-bedroom-house-for-rent/1568438306,0
653,795,"49 Ashwood Pl, Yorkton, SK S3N 2N1, Canada",Apartment,2,1.0,0,0,1,Not Included,2,Month-to-month,0,825,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/yorkton-rental:-2-bedroom-4-plex-july-1/1568403102,0
654,929,"193 Lockwood Rd, Regina, SK S4S 6G9, Canada",Apartment,1,1.0,1,1,1,Cable / TVInternet,0,Month-to-month,1,850,0,['Laundry (In Building)'],1,['Balcony'],1,['Not Included'],/v-apartments-condos/regina/1-bedroom-apartment-for-rent-near-southland-mall/1568390231,0
655,800,"2415 Dewdney Ave, Regina, SK S4R 8R2, Canada",Apartment,1,1.0,1,1,1,Cable / TVInternet,3,Month-to-month,0,600,1,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/hotel-lifestyle-at-a-low-monthly-price-free-parking-amenities/1509863575,0
656,2650,"2055 Rose St, Regina, SK S4P 2A3, Canada",Condo,2,2.0,1,1,1,Not Included,1,1 Year,0,1250,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', '24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/downtown-executive-condo-for-rent/1568316909,1
657,800,"3824 Regina Ave, Regina, SK S4S 0H7, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,700,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/1-bedroom-1-bathroom-apartments-for-rent-in-river-heights/1550010949,0
658,850,"3945 Robinson Street, Regina, SK, S4S 3C7",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,0,900,0,['Not Included'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/3945-robinson-st-two-bedroom-multi-unit-house-for-rent/1537923368,0
659,1200,"7234 Dewdney Ave, Regina, SK S4T 1E6, Canada",Duplex/Triplex,3,1.0,0,0,0,Not Included,2,Month-to-month,0,1230,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/rental-duplex-1200-mth/1568188990,0
660,1700,"1250 Wessex Place, S4N 7S2, Regina, SK",Townhouse,3,3.0,0,0,0,Not Included,2,1 Year,1,1100,0,['Laundry (In Unit)'],1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/1250-wessex-place-townhouse-3-brs-3-brs-available-now/1568138973,1
661,1250,"S4S1E4, Canada",House,1,1.0,1,1,1,Internet,3,1 Year,0,1055,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/fully-furnished-1-bedroom-unit-utilities-included/1568132136,1
662,1200,"College Ave, Regina, SK S4P 4V5, Canada",House,2,1.0,0,0,0,Not Included,0,1 Year,1,970,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/rental-house/1568024455,0
663,1195,"S3N 2H1, Canada",Basement,2,1.5,1,1,1,Internet,0,1 Year,1,600,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-basement-suite/1567981039,1
664,1060,"1830 College Avenue, Regina S4P 1C2 SK",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,650,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,"['Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/1-bedroom-fabulous-view-heated-parking/1566490708,0
667,1064,"5035 Sherwood Dr., Regina, SK, S4R 4C1",Apartment,1,1.0,0,1,1,Cable / TV,0,1 Year,1,700,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],1,"['Gym', '24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/1-bedroom-5035-sherwood-dr/1542862498,0
668,1100,"69  Kleisinger Cres, Regina, SK, S4R 6Z4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,761,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-with-balcony-available/1562740941,0
670,725,"851 Scotia Street, S0A 2P0, Melville, SK",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/melville-apartment-rentals/1567847007,0
671,1600,"1914 Hamilton St, Regina, SK S4P 3N6, Canada",Condo,1,1.0,1,1,1,Not Included,1,1 Year,1,882,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,"['Gym', 'Concierge', '24 Hour Security', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/exclusive-2-bedroom-downtown-condo-for-rent/1567822841,1
672,1000,"Carnduff, SK S0C 0S0, Canada",Townhouse,2,2.0,1,1,1,Not Included,3,Month-to-month,1,959,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/town-house-for-rent/1567819305,0
673,1250,"661 Royal St, Regina, SK S4T 4Z3, Canada",House,2,1.0,0,0,0,Not Included,0,1 Year,1,860,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/1250-plus-utilities-2-bedroom-1-bath-main-floor-suite/1567796637,0
674,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,870,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/pet-friendly-2-bedroom-available-for-rent/1567665722,0
675,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",Townhouse,3,1.0,0,0,0,Cable / TV,1,1 Year,1,1056,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/3-bedroom-townhouse-700-gladmer-pk/1562235323,0
676,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-22-41-munroe-pl/1505838324,0
677,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-basement-22-41-munroe-pl/1556401371,0
678,1100,"1061 Birchwood Pl, Regina, SK S4S 7L1, Canada",Condo,2,1.0,0,0,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-condo-for-rent-whitmore-park/1569559155,0
679,1150,"405 2305 Victoria Avenue, Regina S4S 1B6 SK",Condo,1,1.0,1,1,1,Not Included,1,1 Year,0,700,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,"['Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/one-bedroom-condo-in-the-balfour/1567789838,0
680,850,"Embury St, Regina, SK S4N 2L7, Canada",Basement,1,1.0,1,1,1,Not Included,3,Month-to-month,1,650,1,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/fully-furnished-east-end-basement-suite-with-double-garage/1566662456,0
681,930,"30 Spence Street, Regina, SK, S4S 4H4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-apartment-available-for-rent/1562567323,0
682,950,"1454  Rae St, Regina, SK, S4T 2C5",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,684,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/pet-friendly-2-bedroom-apartment-with-parking-available/1567663802,0
683,900,"Curtiss Ave, Regina, SK S0G, Canada",Basement,1,1.0,1,1,1,Internet,1,Month-to-month,0,1300,1,['Laundry (In Building)'],1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/spacious-basement-for-rent-harbour-landing/1567670688,0
684,1000,"340 Begg St W, Swift Current, SK S9H 0W1, Canada",Duplex/Triplex,3,2.0,0,0,0,Not Included,3,1 Year,0,1000,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/duplex-for-rent/1567661036,0
685,909,"2630 6 Ave N, Regina, SK S4R 0P2, Canada",Apartment,2,1.0,1,1,1,Not Included,1,1 Year,0,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],0,['Storage Space'],/v-apartments-condos/regina/rental-lease-takeover-for-apartment/1567636302,0
688,1600,"89 McNab Crescent, Regina, SK S4S 4B3, Canada",House,3,1.0,0,0,0,Not Included,2,Month-to-month,0,1000,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent-in-regina-south/1567547278,0
690,1625,"1420 North Silverleaf Blvd., Regina, SK, S0G 5K0",House,3,2.0,0,0,1,Not Included,0,1 Year,1,1121,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/plainsview-townhomes-3-bedrooms-2-bathrooms-townhome-for-rent/1562371285,0
691,525,"209 Lynch St, Maryfield, SK S0G 3K0, Canada",House,2,1.0,0,0,0,Not Included,2,Month-to-month,0,1000,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/for-rent-in-maryfield-sk/1567540306,0
692,1285,"175 Robinson Avenue, Macoun, SK, V7S 1J6",House,3,2.0,0,0,0,Not Included,3,1 Year,1,1225,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/macoun-3-bedroom-2-bath-house-for-rent-september-1st/1525677341,0
693,950,"960 Garnet Street, Regina, SK, S4T 2X5",House,3,1.0,0,0,0,Not Included,0,1 Year,0,720,0,['Not Included'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/960-garnet-street-three-bedroom-house-for-rent/1542525335,0
694,1360,", Weyburn S4H0A2 SK, Canada",Townhouse,3,2.5,0,0,1,Not Included,2,Month-to-month,0,1260,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/3-bed-2-5-bath-townhouse-in-weyburn/1567529228,0
695,450,", Weyburn S4H0A2 SK, Canada",Basement,1,1.0,0,1,1,Not Included,1,Month-to-month,0,450,0,['Not Included'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bed-1-bath-basement-suite-in-weyburn/1567528174,0
696,1450,"1640 Dakota Dr, Regina, SK S4Z 0A1, Canada",Condo,2,1.0,0,0,1,Not Included,2,1 Year,0,940,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/east-regina-luxurious-modern-unfurnished-condo-for-rent/1567522046,0
697,2500,"2500 Elphinstone St, Regina, SK S4S 0J6, Canada",Duplex/Triplex,4,2.0,1,1,1,Not Included,2,Month-to-month,0,900,0,['Laundry (In Unit)'],1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/4-bedroom-2-kitchen-1-2-duplex-south-regina/1567506448,0
699,750,"65 Ambassador Trailer Ct, Estevan, SK S4A 2A2, Canada",House,3,1.0,0,0,0,Not Included,2,Month-to-month,1,1088,0,['Laundry (In Unit)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-home-750-m/1567458191,0
700,1000,"Somerville road , Rae street  S4s2y5 SK, Canada",Basement,2,2.0,0,1,1,Internet,1,1 Year,0,1200,0,['Laundry (In Building)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/bungalow-style-2-bedroom-basement-suits-available-june/1567402662,0
701,1000,", Harbour landing  S4w0c7 SK, Canada",Basement,1,1.0,1,0,1,Cable / TVInternet,0,1 Year,0,500,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-basement-apartment-for-rent/1567399339,0
703,950,"512 4th Ave N, Saskatoon, SK S7K 2M7, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,626,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/4th-ave-1bd-condo-for-rent-available-now/1561280894,0
704,700,"Retallack St, Regina, SK S4T 2H3, Canada",House,2,1.0,0,0,0,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-basement-duplex-ready-for-june-1/1567305891,0
705,750,"509 Birtle St, Moosomin, SK S0G 3N0, Canada",Apartment,1,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,400,1,['Laundry (In Building)'],1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/rooms-for-rent/1555954844,0
706,1000,", Leslie S0A 2E0 SK, Canada",House,1,1.0,0,0,0,Not Included,1,1 Year,1,100,0,['Not Included'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/100-acres-of-recreation-land-for-rent-rm-of-elfros/1567245923,0
707,1800,"303 Royal Street, S4R4Y2, Regina, SK",House,4,2.0,0,0,0,Not Included,2,1 Year,0,950,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/house-for-rent/1567240248,0
708,900,"1800 York Street, Regina, SK, S4T 4R2",Apartment,1,1.0,0,0,0,Not Included,0,1 Year,1,650,0,"['Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1800-york-street-one-bedroom-house-for-rent/1556480593,0
709,600,"Souris Ave, Frobisher, SK S0C 0Y0, Canada",Apartment,2,1.0,0,0,0,Not Included,2,1 Year,0,900,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/two-bedroom-apartment-for-rent-as-of-july-1/1567149600,0
710,800,"431 17 Ave E, Regina, SK S4N 0Y4, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/800-1-bedroom-apartment-includes-water-and-heat/1567143187,0
711,500,"S4H1W7, Canada",House,2,2.5,1,1,1,Internet,1,Month-to-month,0,1234,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/rooms-for-rent-in-weyburn-3068613538/1553495030,0
712,1400,"865 Queen St, Regina, SK S4T 4A6, Canada",House,3,2.0,1,1,1,Not Included,1,1 Year,0,1280,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/3-bedroom-house-for-rent/1567021102,0
713,800,"S4T0L2, Canada",House,2,1.0,0,0,0,Not Included,1,Month-to-month,1,700,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-suite-at-1111-retallack-street/1567078945,0
714,1300,"3420 Park St, Regina, SK S4V 2M9, Canada",Condo,3,1.5,0,1,1,Not Included,1,1 Year,0,980,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/3-bedroom-condo-for-rent/1567065012,0
715,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-basement-22-41-munroe-pl/1556401371,0
716,989,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-basement-22-41-munroe-pl/1556401383,0
717,1375,"2830 Gordon Rd, Regina, SK S4S 6A1, Canada",Condo,2,1.0,1,1,1,Not Included,1,1 Year,0,926,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-renovated-condo-unit-for-rent-july-1-2021/1567028136,0
718,1300,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,2,2.0,0,1,1,Not Included,0,1 Year,1,832,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-2-bedroom-apartment-for-rent/1564023315,0
719,1190,"4013 Harbour Landing Dr, Regina, SK, S4W 0E5",Apartment,2,1.0,0,0,1,Not Included,0,1 Year,1,691,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/sky-harbour-estates-2-bedroom-barrier-free-apartment-for-rent/1563927282,0
720,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",Townhouse,3,1.0,0,0,0,Cable / TV,1,1 Year,1,1056,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/3-bedroom-townhouse-700-gladmer-pk/1562235323,0
721,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,520,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1505780189,0
723,900,"5430 McClelland Dr, Regina, SK S4W 0K7, Canada",Basement,1,1.0,0,0,0,Internet,1,1 Year,0,400,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/5430-b-mcclelland-drive/1557090308,0
727,2100,"2300 Broad St, Regina, SK S4P 1Y8, Canada",Condo,2,2.0,0,1,1,Not Included,1,1 Year,1,1400,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/executive-condo-for-rent/1566868208,1
728,975,"3832 Rae St, Regina, SK S4S 3A1, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,1,770,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Yard'],0,"['24 Hour Security', 'Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/south-end-975-00-adult-only-spacious-306-591-0123/1546899873,0
729,685,", Canora S0A0L0 SK, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,0,800,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-house-for-rent-in-canora-yorkton/1525977276,0
730,1500,"2157 Toronto St, Regina, SK S4P 0B8, Canada",Condo,3,1.0,0,0,0,Not Included,1,1 Year,0,1134,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/house-for-rent/1566733871,0
734,900,"2353 Ottawa St, Regina, SK S4P 1R2, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/newly-painted-2-bedroom-suite-is-available-now/1548876628,0
735,1239,"700 Gladmer Pk., Regina, SK, S4P 2W9",Townhouse,2,1.0,0,0,0,Cable / TV,1,1 Year,1,864,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/2-bedroom-townhouse-700-gladmer-pk/1561316451,0
736,1350,"2315 McIntyre Street, Regina, SK, S4P 3Y8",House,1,1.0,0,0,0,Not Included,0,1 Year,0,725,0,['Fridge / Freezer'],1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/2315-mcintyre-street-one-bedroom-townhome-for-rent/1555910333,0
737,1500,"126 Oakview Drive, Regina, SK, S4R 0E4",House,4,2.5,0,0,0,Not Included,0,1 Year,0,1188,0,['Not Included'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/126-oakview-drive-four-bedroom-townhome-for-rent/1555822023,0
738,1200,"38 Spence Street, Regina, SK, S4S 4H4",House,2,1.0,0,0,0,Not Included,0,1 Year,0,900,0,"['Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/19-38-spence-street-two-bedroom-townhome-for-rent/1550993510,0
739,1000,", Regina S4W 0K8 SK, Canada",Basement,1,1.0,1,1,1,Cable / TVInternet,0,1 Year,0,800,1,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/semi-new-one-bedroom-fully-furnished-basement-apartment/1566496250,0
740,750,"S4V3N4, Canada",Basement,1,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,750,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/fully-furnished-bachelor-basement-750/1566468131,0
741,1350,"51 Rodenbush Dr, Regina, SK S4R 8C7, Canada",Condo,2,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,907,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Pool'],/v-apartments-condos/regina/fully-furnished-1-5-br-executive-apartment-in-uplands/1566434795,0
742,950,"2334 Broder St, Regina, SK S4N 3S8, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,0,900,0,['Laundry (In Building)'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/character-house-two-bedroom-main-floor/1566336597,0
744,550,"136 Solberg St, Milestone, SK S0G 3L0, Canada",House,2,1.0,0,0,0,Not Included,2,1 Year,0,672,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-house-for-rent-in-milestone/1566359018,0
745,850,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,380,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/beautiful-bachelor-apartment-for-rent-recently-renovated/1561139252,0
746,1100,"26 Shaw Street -, Regina, SK, S4R 3M4",House,2,1.0,0,0,0,Not Included,0,1 Year,0,817,0,['Fridge / Freezer'],1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/22-26-shaw-street-two-bedroom-townhome-for-rent/1555646854,0
747,550,"628 Norway Rd, Canora, SK S0A 0L0, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,500,1,['Laundry (In Building)'],0,['Yard'],0,['Storage Space'],/v-apartments-condos/regina/rent-retire-for-less-in-canora-sk/1510043332,0
748,1350,"70 Froom Crescent, Regina, SK S4N 1S7, Canada",Apartment,3,1.0,1,1,1,Not Included,1,Month-to-month,0,1304,0,['Laundry (In Building)'],0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-apartment-for-rent-with-large-balcony/1566310832,0
